"ViolentCrimesPerPop","population","PctForeignBorn","PctHomeless","PopDens","perCapInc","PctUsePubTrans","PctLess9thGrade","PctRecentImmig","NumInShelters","racepctblack","PctEmploy","MalePctNevMarr","PctWorkMom","PctPopUnderPov","NumStreet","medIncome","PctPersDenseHous"
"Kenoshacity,WI",536.08,80352,5.01,0.08,3599.2,12284,1.99,9.18,0.47,61,6.39,59.77,31.4,70.24,12.73,0,27770,3.16
"WestWindsortownship,NJ",103.24,16021,15.22,0.03,594.6,30761,17.87,2.23,2.26,5,2.58,70.19,25.84,59.41,3.32,0,76907,1.62
"SantaBarbaracity,CA",779.72,85571,22.53,0.42,4371.2,18934,3.95,10.13,4.97,314,2.24,65.45,40.82,68.78,12.68,46,33667,10.61
"Danvillecity,VA",385.23,53056,0.68,0.11,1189.2,11344,2.1,20.69,0.03,61,36.62,54.71,28.43,74.42,18.96,0,20413,2.57
"Logansportcity,IN",82.26,16812,0.84,0.04,2530.4,10268,0.12,9.27,0.05,0,1.17,56.21,25.19,77.68,15.86,6,20533,1.11
"Moorparkcity,CA",236.6,25494,15.35,0,2007.4,19183,0.23,6.97,1.77,0,1.55,76.51,25.36,67.88,4.29,0,60368,8.53
"RedBankcity,TN",716.61,12322,1.59,0,1839.1,13662,0.61,7.97,0.39,0,5.46,61.5,26.04,75.61,9.92,0,25015,1.54
"Augustacity,GA",845.39,44639,1.69,0.25,2191.6,10367,4,20.83,0.42,89,55.99,45.99,38.29,61.23,33.31,21,15315,5.37
"Bartletttown,TN",204.32,26989,1.55,0,1808.4,16080,0.05,1.84,0.12,0,2.42,74.51,22.12,74.14,2.33,0,47346,0.77
"Goshentown,NY",17.24,11500,6.04,0.09,252.4,16531,2.54,9.48,0.57,10,7.17,58.57,35.81,73.88,4.71,0,46566,2
"WestOrangetownship,NJ",297.32,39103,15.97,0.06,3115.4,25537,7.75,6.64,1.99,25,5.73,63.27,30.23,65.83,4.14,0,49777,1.86
"Redmondcity,WA",143.51,35800,9.57,0,2393,20037,4.89,1.84,2.02,0,1.32,76.17,30.81,71.65,3.63,0,42299,2.2
"Madisonborough,NJ",50.49,15850,10.62,0.08,3651.4,28597,7.11,6.1,1.2,12,4.44,62.33,40.15,60.69,3.74,0,56478,1.54
"Brooklinetown,MA",475.46,54718,21.39,0.03,7778.6,29044,28.71,3.05,6.05,16,3.1,65.96,43.62,71.24,8.61,0,45598,2.28
"Scituatetown,MA",39.21,16786,3.74,0.02,942.9,22156,5.38,1.89,0.55,3,0.39,65.71,28.83,67.31,3.91,0,52044,0.65
"LaGrangecity,GA",1138.05,25597,1.56,0.02,952.1,12181,0.16,20.39,0.38,5,42.35,56.69,31.98,74.84,21.33,0,21851,4.87
"BellGardenscity,CA",1313.17,42355,52.1,0,16265.4,6125,6.68,48.23,9.25,0,0.53,56.22,44.16,47.29,26.08,0,23819,59.49
"Lufkincity,TX",796.75,30206,5.22,0.13,1236.1,12527,0.41,13.67,0.83,39,27.22,55.7,26.28,69.31,20.94,0,22357,6.66
"EastWindsortownship,NJ",95.76,22353,10.61,0.06,1378.1,21269,9.47,3.07,1.36,14,6.44,73.56,28.81,67,2.82,0,49849,2.39
"Bothellcity,WA",211.18,12345,6.44,0,2241.3,17764,6.84,2.41,0.32,0,0.83,69.35,26.67,70.2,3.63,0,37159,2.03
"Kirkwoodcity,MO",234.84,27291,2.11,0,2921.9,22058,1.54,5.18,0.16,0,5.93,63.68,24.35,67.7,2.82,0,42113,0.78
"FountainValleycity,CA",270.88,53691,19.44,0.01,5813.2,20699,0.95,3.83,2.06,0,0.95,70.72,33.47,68.02,3.54,3,56255,5.68
"Franklincity,TN",497.69,20098,1.61,0,760.1,16202,0.11,10.81,0.46,0,17.99,70.75,24.39,73.3,7.25,0,32348,2.22
"Martinsburgcity,WV",387.44,14073,1.69,0.26,3009.6,11563,2.03,14.44,0.14,36,8.56,53.53,27.62,71.63,16.07,0,22193,1.74
"Bartowcity,FL",1517.44,14716,2.98,0,1653.5,11356,0.49,13.34,0.29,0,29.48,53.65,28.54,73.03,16.42,0,25751,6.68
"Kingstonborough,PA",130.17,14507,2.54,0,6527.6,15356,1.72,8.2,0.21,0,0.23,54.41,28.09,64.1,9.08,0,25482,0.7
"Tiftoncity,GA",1108.14,14215,2.25,0.6,1793.9,11064,0.77,13.76,1.46,86,24.78,58.12,34.7,68.39,26.19,0,20429,4.96
"Gilroycity,CA",790.2,31487,15.51,0.3,2962.6,14241,1.37,15.88,2.24,94,1.2,66.25,32.67,68.1,12.9,2,40955,14.19
"Bristolborough,PA",840.18,10405,2.5,0,5793.4,11911,3.07,15.08,0.05,0,7.75,58.62,33.68,67.58,10.36,0,26265,2.48
"Margatecity,FL",373.65,42985,13.56,0,4692.7,14897,0.9,7.15,1.5,0,3.74,52.49,21.22,74.31,7.72,0,28465,2.67
"Caldwellcity,ID",325.15,18400,5.57,0.03,1996.5,9511,0.45,15.22,1.43,5,0.32,61.46,26.51,76.7,16.03,0,20831,7.07
"FortLeeborough,NJ",425.03,31997,35.1,0,12212.6,31758,20.57,8.23,11.56,0,1.31,60.52,27.18,46.85,5.99,0,46395,4.06
"NorthRichlandHillscity,TX",265.42,45895,3.35,0,2430.4,15912,0.08,3.28,0.4,0,1.81,74.29,23.18,74.96,5.05,0,38354,2.85
"Wataugacity,TX",173.62,20009,4.07,0,4728,13413,0,2.92,0.34,0,1.64,79.22,19.1,72.68,2.07,0,41096,3.94
"Gloucestercity,MA",1196.34,28716,6.09,0.16,1067.4,16044,2.73,8.52,0.25,45,0.23,62.6,30.75,70.17,7.53,0,32690,1.47
"FortWaynecity,IN",555.18,173072,2.21,0.07,2666.3,12726,2.15,7.5,0.33,106,16.75,64.55,32.26,76.39,11.53,14,26344,2.16
"Claremontcity,CA",358.64,32503,12.19,0,2850.1,22161,0.72,1.94,1.34,0,5,62.63,40.02,72.08,5.28,0,53479,3.12
"Brooklyncity,OH",106.04,11706,8.62,0,2638.6,13802,4.17,7.92,0.22,0,0.91,54.82,27.53,65.98,5.48,0,26818,1.09
"Murraycity,UT",275.53,31282,3.19,0.02,3167.5,13216,2.62,1.96,0.24,0,0.66,68.89,25.76,69.74,8.05,7,28950,3.19
"Jacksonvillecity,AR",824.52,29101,3.23,0,1429.9,10337,0.6,5.7,0.66,0,16.99,68.58,25.01,71.6,11.59,0,25009,4.1
"Torringtontown,CT",239.72,33687,6.77,0.01,817.2,16407,0.77,12.83,0.39,5,1.68,64.44,28.89,75.55,5.24,0,35230,1.04
"OceanSpringscity,MS",319.6,14658,3.5,0,1516.1,13906,0,4.98,0.05,0,6.19,61.41,23.39,71.29,10.12,0,31161,2.15
"BrokenArrowcity,OK",175.54,58043,2.03,0,1388.3,13931,0.07,3.4,0.2,0,3.12,72.26,20.04,67.88,6.53,0,37601,2.26
"Cantoncity,OH",1224,84161,2.24,0.05,4017,10133,2.45,10.62,0.16,38,18.21,50.3,30.78,59.38,21.86,0,19807,1.56
"Amherstcity,OH",125.57,10332,3.46,0,1417.6,15242,0.15,6.13,0.06,0,0.21,58.29,23.59,72.09,4.52,0,37695,0.64
"SierraMadrecity,CA",138.54,10762,8.88,0,3458.2,24947,1.69,2.85,0.95,0,0.85,67.43,30.29,63.85,5.24,0,46502,2.38
"Kennercity,LA",1203.87,72033,7.7,0.02,4596.3,12884,2.15,8.85,0.8,0,18.08,66.5,29.4,67.15,14.25,18,30389,5.76
"Bouldercity,CO",208.56,83312,8.1,0.29,3565.8,17268,5.62,2.13,2.53,213,1.26,66.32,54.51,71.93,18.96,29,29407,2.29
"MiamiSpringscity,FL",950.27,13268,33.53,0,4364.5,15394,2.91,8.87,5.75,0,1.88,62.6,26.6,70.85,9.75,0,31461,11.7
"UpperAllentownship,PA",66.3,13347,3.33,0,973,17698,0.58,4.42,0.54,0,0.66,66.11,33.44,74.25,1.75,0,43598,0.34
"Sangercity,CA",754.26,16839,23.55,0,3528.7,8461,0,34.08,3.24,0,0.11,55.32,33.38,68.18,21.04,0,24470,23.46
"Enterprisecity,AL",1002.66,20123,3.13,0.04,625.9,12389,0.39,10.19,0.73,8,21.19,61.82,24.35,65.08,15.04,0,26276,2.5
"Portagecity,IN",268.19,29060,2.43,0.01,1346.9,13057,2.06,8.02,0.35,2,0.4,60.03,25.26,63.57,7.89,0,33118,2.36
"PleasantHillcity,CA",534.69,31585,10.96,0.08,4489.1,21950,10.45,2.42,1.5,3,1.4,70.91,30.31,72.29,3.63,22,46885,2.34
"Hinesvillecity,GA",304.71,21603,5.46,0,1689.3,9905,0.41,3.23,1.04,0,35.62,70.03,20.46,63.88,17.45,0,24584,6.22
"Juneaucity,AK",114.21,26751,4.85,0.04,10,19920,5.09,3.3,0.5,12,1.09,75,30.24,79.22,5.59,0,47924,5.34
"Pottsvillecity,PA",120.26,16603,1.51,0.01,3811.2,11523,0.82,11.34,0,0,1.66,52.51,31.64,67.46,15.36,1,21135,0.82
"ElCentrocity,CA",690.81,31384,29.22,0.17,4849.2,9898,0.6,23.25,4.02,53,4.49,52.69,30.42,54.55,23.25,0,25147,21.55
"Boonecity,IA",125.63,12392,1.15,0,1351.7,12171,0.26,8.37,0.07,0,0.15,59.68,21.51,76.8,10.72,0,24296,1.1
"Janesvillecity,WI",197.14,52133,1.87,0.06,2139.5,14447,1.14,6.14,0.16,32,0.55,66,26.59,74.43,8.27,0,31583,1.39
"WestGoshentownship,PA",212.07,18082,3.62,0,1464.3,20589,2.69,3.82,0.79,0,4.39,72.76,28.84,73.85,1.98,0,51265,0.6
"Ashevillecity,NC",697.28,61607,2.03,0.31,1701.7,13079,2.66,9.4,0.18,175,19.81,56.48,28.79,74.28,15.87,18,22267,1.56
"Winchestercity,KY",513.59,15799,0.25,0,2697.9,10832,0,19.51,0.09,0,9.67,57.19,23.25,68.72,21.65,0,21543,3.03
"Angletoncity,TX",546.28,17140,2.44,0,1703.8,13022,0,7.32,0.25,0,10.44,65.49,23.24,71.1,9.65,0,32098,6.82
"Carmelcity,IN",123.07,25380,3.5,0,1945.1,24956,0.27,1.33,0.46,0,0.52,71.22,22.36,65.59,1.58,0,54505,0.47
"Pacificacity,CA",619.57,37670,14.67,0.01,2877.3,18553,8.6,3.42,1.22,3,5.21,73.39,31.32,75.09,4.52,0,47533,6.23
"Wolcotttown,CT",216.29,13700,5.49,0,647.3,18029,0.39,6.19,0.09,0,1.57,68.79,27.36,74.39,1.81,0,48507,0.84
"BeechGrovecity,IN",167.34,13383,1.16,0,3118.1,14783,1.2,7.48,0,0,0.25,61.62,24.88,68.71,5.2,0,29549,1.29
"Huntingtoncity,WV",563.33,54844,1.22,0.13,3553,12005,1.64,11.89,0.25,68,6.75,45.3,32.48,61.67,23.18,6,18276,1.08
"Bellevilletownship,NJ",485.98,34213,15.13,0,9872.2,16899,8.86,10.73,1.18,0,3.67,64.3,33.71,64.21,5.19,0,38507,4.13
"Georgetowncity,KY",1165.91,11414,0.7,0,2430.6,10678,0.12,15.69,0.22,0,9.36,61.71,30.13,69.63,17.28,0,22677,2.01
"Youngstowncity,OH",2299.87,95706,3,0.12,2747.9,8544,2.43,10.61,0.15,113,38.12,41.09,34.93,53.82,29.04,0,17060,1.89
"Cheyennecity,WY",199.81,50008,2.39,0.09,2569.3,13351,0.35,5.36,0.15,45,3.12,64.51,25.25,73.52,10.34,2,28117,1.79
"SouthWindsortown,CT",108.52,22090,6.82,0,762.4,22823,2.44,3.54,0.19,0,2.3,77.76,25.3,77.82,1.43,0,57606,0.45
"Connersvillecity,IN",286.67,15550,0.84,0.04,2014.2,10868,0.67,16.78,0.03,6,2.58,52.77,25.14,73.72,14.23,0,21989,2.07
"Spencercity,IA",0,11066,0.45,0,1067,12805,0.48,6.32,0.08,0,0.05,66.26,21.74,80.31,9.87,0,24573,1.02
"Phillipsburgtown,NJ",238.59,15757,3.18,0.08,4716,12236,1.19,12.66,0.17,12,1.99,58.24,30.13,69.46,10.88,1,27289,1.44
"GarfieldHeightscity,OH",362.65,31739,3.55,0,4237.5,12491,6.27,7.85,0.17,0,14.77,56.82,28.55,70.71,5.89,0,28694,1.19
"Lindenwoldborough,NJ",602.9,18734,4.49,0,4583.1,14745,13,5.79,1.14,0,16.16,72.44,35.29,70.94,7.82,0,31793,3.08
"Roselleborough,NJ",483.61,20314,14.34,0,7422.5,16966,9.49,7.33,1.12,0,38.03,64.1,34.85,72.83,5.31,0,40431,4.88
"FrontRoyaltown,VA",177.04,11880,1.36,0,1238.5,12062,1.27,19.45,0.04,0,8.43,60.67,26.11,72.71,9.21,0,26777,2.21
"Minneapoliscity,MN",1811.81,368383,6.14,0.29,6472.9,14830,16.42,6.54,1.53,1052,13.02,64.45,47.84,66.95,18.53,28,25324,3.56
"WhitefishBayvillage,WI",35.26,14272,5.11,0,6430,27040,2.4,1.31,1.37,0,0.5,68.3,20.85,67.56,1.15,0,53539,0.48
"Auburncity,AL",370.67,33830,4.15,0,1004.9,10278,0.1,5.48,1.75,0,16.35,49.44,66.11,74.8,39.91,0,12931,3
"Pleasantvillecity,NJ",1730.67,16027,6.37,0,2663.9,12545,14.26,11.31,0.85,0,55.07,62.92,40.33,73.54,12.03,0,30037,6.52
"Columbiacity,TN",857.47,28583,0.59,0,937.6,12558,0.05,15.7,0.12,0,20.6,59.54,25.1,73.77,14.26,0,25238,2.32
"Grahamcity,NC",1082.77,10426,1.09,0,1422.8,12163,0.27,13.15,0,0,16.05,63.89,24.62,77.96,11.83,0,24509,1.82
"Burlingtoncity,VT",179.92,39127,4.16,0.2,3580.2,13918,3.37,8.34,0.94,78,1,62.27,55.64,69.58,19.34,1,25523,1.87
"Lompoccity,CA",467.36,37649,13.43,0.37,3233.3,13384,0.41,8.98,3.1,21,7.85,58.67,31.24,64.36,15.07,119,31702,10.88
"Gardenacity,CA",2037.32,49847,29.22,0,9109.5,14601,3.69,10.13,4.81,0,23.5,65.08,37.21,67.59,9.78,0,33063,17.7
"SanRamoncity,CA",79.79,35303,10.06,0,2992.8,25196,1.9,1.15,1.18,0,2.01,78.7,27.91,70,1.75,0,63607,1.67
"Monroecity,LA",1956.24,54909,1.37,0.04,2025.3,10037,3.79,14.15,0.33,20,55.55,48.29,41.96,64.96,37.76,2,16223,8.54
"Cookevillecity,TN",237.29,21744,2.87,0,1022.8,11852,0.12,17.77,0.91,0,2.87,56.55,42.81,72.4,18.95,0,20646,1.38
"Orangecity,TX",1252.77,19381,1.48,0.06,873,11124,0,10.18,0.27,12,33.28,50.13,24.32,58.77,22.73,0,22664,4.68
"Palmdalecity,CA",1189.11,68842,13.36,0,856.1,14606,0.89,5.4,2.52,0,6.39,67.12,24.87,60.27,8.87,0,41974,9.03
"Bellcity,CA",867.12,34365,57.03,0.55,12958.1,7104,9.79,44.54,10.34,190,1.05,54.41,41.12,47.08,26.13,0,22515,45.97
"Bridgetoncity,NJ",2241.85,18942,3.31,0.09,2937.8,10346,3.8,16.88,0.2,17,36.93,52.78,38.1,65.99,25.11,0,21897,5.89
"LowerSalfordtownship,PA",219.84,10735,2.03,0,717.3,17355,1.04,6.75,0.07,0,1.7,74.11,22.09,68.22,3.81,0,45262,1
"Oceansidecity,CA",1019.98,128398,15.65,0.65,3047.5,14522,4.03,7.47,2.88,46,7.89,60.96,26.16,66.18,10.07,792,33453,9.61
"ForrestCitycity,AR",1317.64,13364,0.61,0.01,934.3,7399,0.33,19.9,0.19,2,56.66,45.35,30.04,67.19,41.55,0,13704,7.3
"Shawneecity,OK",438.5,26017,1.08,0.07,601,10301,0.1,11.58,0.17,8,3.41,50.99,26.71,66.32,21.21,9,19002,2.74
"Tracycity,CA",698.38,33558,9.95,0.03,3378.8,14298,0.5,9.11,0.96,11,2.55,66.15,26.59,64.98,7.39,0,40256,8.65
"UniversityCitycity,MO",636.96,40087,6.26,0.03,6580.3,17260,4.92,5.31,1.41,11,48.23,64.91,35.96,78.08,12.77,2,32150,2.07
"Boonetown,NC",150.31,12915,1.55,0.15,2272.2,8725,0.33,9.47,0.24,20,4.66,47.67,74.52,75.09,40.99,0,13109,2.12
"Lawrencecity,MA",2124.14,70207,20.9,0.12,9727.2,9686,2.67,21.36,4.43,57,6.4,51.33,40.05,59.44,27.51,25,22183,10.41
"Middletowncity,NY",484.83,24160,10,0.53,4708.8,13525,3.1,12.18,1.83,127,11.11,62.12,36.07,72.66,13.83,2,30194,4.36
"Eulesscity,TX",260.35,38149,7.75,0,2295.9,16635,0.2,3.9,1.09,0,4.61,79.03,28.58,73.17,5.4,0,34950,4.43
"SanDiegocity,CA",1162.84,1110549,20.9,0.45,3308.5,16401,4.41,8.15,3.66,2846,9.39,65.09,41.26,62.71,13.38,2101,33686,10.47
"Marshallcity,MO",39.92,12711,0.34,0,1279.8,10659,0.11,17.13,0.04,0,7.88,56.92,35.54,78.24,13.58,0,21496,1.8
"Logantownship,PA",150.9,12381,1.32,0,256.2,11677,0.23,8.52,0,0,0.9,54.45,26.36,65.25,7.47,0,25500,0.96
"Grandviewcity,MO",418.07,24967,1.87,0,1634.8,14101,0.79,4.07,0.1,0,16.95,72.75,30.3,80.56,6.69,0,32779,2.44
"SanAntoniocity,TX",672.57,935933,9.35,0.08,2712.7,10884,5,17.05,0.83,698,7.04,58.48,31.66,63.45,22.64,44,23584,10.44
"Plainfieldtown,CT",117.03,14363,3.17,0,328,12935,0.45,12.45,0.17,0,0.46,64.6,28.62,67.01,6.76,0,34588,2.18
"SantaRosacity,CA",537.64,113313,9.79,0.22,3245.3,17259,2.34,4.94,1.49,219,1.79,62.12,29.88,70.3,8.3,33,35237,4.29
"Placentiacity,CA",333.19,41259,19.14,0.02,6042.6,18924,1.35,9.61,3.75,10,1.85,72.01,35.45,69.58,7.74,0,50945,9.76
"Brookfieldcity,WI",177.84,35184,6,0,1265.5,24814,1.14,3.38,0.34,0,0.39,65.15,22.56,65.06,1.15,0,57132,0.5
"LaMarquecity,TX",338.62,14120,2.86,0,956.1,12466,0,9.78,0.32,0,31.19,56.06,22.86,71.2,15.47,0,27914,4.53
"EastChicagocity,IN",2572.91,33892,11.56,0.01,2731.5,9090,4.07,20.68,0.91,0,33.57,46.86,40.32,53.43,25.56,5,19391,7.76
"Texarkanacity,TX",1448.4,31656,0.8,0.02,1451.3,11931,0.11,9.24,0.13,3,35.89,52.61,27.18,68.66,21.82,4,21745,4.07
"BuenaParkcity,CA",570.95,68784,22.65,0.02,6257.6,15176,1.64,8.05,3.67,6,2.54,67.6,32.33,65.82,8.03,8,41435,14.13
"PuntaGordacity,FL",415.11,10747,4.93,0,736.1,22482,0,4.66,0.07,0,5.87,32.16,12.06,65.15,8.43,0,34158,1.44
"Oskaloosacity,IA",161.9,10632,1.22,0,1857.4,11162,0.38,14.33,0.08,0,0.37,56.1,26.09,71.86,16.42,0,21568,0.92
"EaglePasscity,TX",712.74,20651,36.45,0.05,4190.5,5720,1.25,44.85,3.83,1,0.09,42.76,30.47,52.63,46.12,10,13060,22.15
"Richmondcity,VA",1617.17,203056,1.83,0.14,3259.7,13993,12.86,12.2,0.28,287,55.22,58.44,42.45,70.49,20.89,3,23551,3.06
"Uniontownship,NJ",409.11,50024,14.78,0.03,5298.9,18444,5.66,10.57,0.83,15,9.38,61.39,30.2,69.45,3.89,0,42665,1.07
"MountPleasanttown,WI",210.97,20084,3.45,0,541.7,17284,0.66,7.74,0.06,0,4.87,64.63,24.44,71.92,4.52,0,38920,1.21
"PortNechescity,TX",349.17,12974,1.82,0,1373.8,15171,0.35,4.84,0,0,0.3,59.54,21.4,65.64,7.5,0,36171,2.88
"SouthWhitehalltownship,PA",113.07,18261,5.83,0,1027.8,20404,1.09,8.68,0.3,0,0.7,59.13,20.9,69.44,1.79,0,43968,0.38
"Duartecity,CA",793.23,20688,27.66,0,2768.7,14103,3.15,12.04,4.32,0,8.94,61.87,31.48,64.61,7.82,0,37695,14.5
"Canyoncity,TX",66.79,11365,2.96,0,2214.5,10844,0,5.29,1.11,0,2.51,64.3,39.63,79.12,17.28,0,23184,3.06
"WestColumbiacity,SC",1889.44,10588,1.13,0,2102.5,11899,1.24,10.97,0.16,0,17.94,65.24,30.62,75.2,14.65,0,23038,2.63
"Livingstontownship,NJ",85.15,26609,15.42,0,1850.4,34160,6.69,3.61,1.41,0,1.08,68.42,27.06,66.83,1.36,0,74401,0.93
"Warringtontownship,PA",56.56,12169,4.15,0,852.9,17671,2.15,2.24,0.23,0,2.01,73.07,29.02,69.17,2.23,0,47284,0.95
"PleasantGrovecity,UT",103.43,13476,1.38,0,1897,8852,1.66,1.52,0.27,0,0.08,63.71,25.94,63.88,8.47,0,31633,7.3
"BoulderCitycity,NV",298.25,12567,3.18,0,361.5,17231,0.28,4.04,0.11,0,0.63,51.69,20.36,69.34,6.48,0,34255,2.3
"Syracusecity,NY",852.74,163860,6.45,0.28,6300.5,11351,10.98,11.07,1.42,405,20.33,54.12,47.42,64.81,22.7,52,21242,2.72
"Cupertinocity,CA",349.61,40263,22.15,0,3771.4,29118,1.7,1.98,4.45,0,0.91,72.64,30.9,67.38,3.16,0,64587,3.72
"Turlockcity,CA",847.77,42198,18.82,0.19,4248.7,11936,0.47,16.05,2.63,81,1.18,57.77,28.68,63,13.23,0,27293,10.34
"Passaiccity,NJ",1075.77,58041,36.18,0.04,18056.6,11057,12.48,23.34,9.31,12,20.6,60.74,39.71,71.62,17.02,11,26669,16.89
"FortAtkinsoncity,WI",79.71,10227,2.66,0,2287.1,13514,0,7.99,0.23,0,0.13,67.7,24.65,79.33,7.95,0,28892,1.2
"Concordcity,CA",534.46,111348,14.13,0.05,3646.5,17566,10.08,3.65,2.74,47,2.36,70.43,31.29,71.37,6.69,6,41675,5.23
"Hartfordtown,CT",2288.32,139739,15.34,0.52,7794.8,11081,17.32,18,2.55,701,38.89,54.05,52.37,56.43,27.51,26,22140,9.2
"Cumrutownship,PA",316.14,13142,3.96,0,614.6,19100,1.16,7.26,0.32,0,1.15,65.69,23,75.53,3.52,0,37161,0.55
"Danvillecity,KY",782.85,12420,0.72,0,2154.8,10334,0.39,14.58,0.06,0,15.61,55.24,29.3,73.58,20.03,0,21119,1.33
"Auroracity,CO",1807.31,222103,5.64,0.02,1617.6,15255,4.03,2.53,0.81,43,11.43,74.15,28.91,76.09,7.43,2,33214,2.91
"Cheshiretown,CT",30.76,25684,5.03,0,753.4,23204,1.27,4.02,0.49,0,3.9,63.75,34.97,73.05,2.23,0,58250,0.38
"WestHempfieldtownship,PA",159.55,12942,2.08,0,661.1,14994,0.32,7.92,0.17,0,1.68,72.68,21.3,67.98,7.54,0,38527,0.95
"NorthPalmBeachvillage,FL",268.82,11343,6.76,0,3308.9,26855,0,1.99,0.43,0,0.26,49.31,20.89,77.27,3.86,0,38464,0.5
"TwentyninePalms-MorongoValle,CA",1007.94,58362,4.91,0.01,16.3,11018,0.4,6.21,0.56,0,5.91,53.52,32.34,52.06,15.23,6,21603,6.08
"MountainBrookcity,AL",44.32,19810,3.18,0,1646.4,39610,0,0.82,0.54,0,0.19,60.02,19.58,56.64,2.12,0,65372,0.05
"Stuttgartcity,AR",578.26,10420,0.19,0,1790.4,12822,0.21,18.34,0.08,0,30.12,59.87,24.4,76.48,18.85,0,20618,3.56
"Conwaycity,AR",267.64,26481,1.15,0,1061.6,10457,0.17,11.45,0.12,0,10.04,58.69,40.14,74.22,16.93,0,22291,1.96
"Waterburytown,CT",566.06,108961,8.68,0.1,3682.4,14209,3.18,15.26,0.43,98,12.97,59.92,34.44,66.16,12.09,7,30533,3.31
"Westwoodborough,NJ",86.9,10446,11.69,0,4347.4,20951,10.27,7.27,0.89,0,6.59,66.14,30.25,63.85,2.34,0,46866,1.03
"Caledoniatown,WI",48.33,20999,3.25,0,445.5,16577,0.7,5.73,0.27,0,1.38,69.72,26.44,71.73,3.51,0,43244,1.52
"Watertowntown,CT",204.98,20456,8.86,0,677.2,17778,0.76,10.09,0.52,0,0.74,68.57,28.2,73.67,3.08,0,45763,1.1
"Aikencity,SC",504.2,19872,1.45,0.19,1409.8,15619,0,9.75,0.19,38,30.86,56.88,25.67,68.55,15.69,0,33273,2.84
"Saralandcity,AL",1581.25,11751,0.62,0,995.2,11797,0.19,9.31,0.14,0,6.71,58.87,22.7,63.41,7.2,0,30147,2.05
"Walltownship,NJ",80.26,20244,3.44,0,638.3,21005,2.08,4.81,0.2,0,0.57,65.6,28.24,62.72,2.09,0,46301,0.75
"Rocklincity,CA",170.78,19033,4.57,0,1456.9,17729,1.17,2.71,0.23,0,0.75,68.77,23.19,67.94,5.61,0,40417,2.99
"Albanycity,OR",234.92,29462,1.98,0.03,2476.6,11444,0.34,6.01,0.27,8,0.34,59.71,25.77,66.15,14.66,2,24474,3.55
"Mentorcity,OH",79.56,47358,2.74,0,1707.4,16717,0.4,3.22,0.16,0,0.34,68.96,24.03,70.42,2.87,0,42095,0.71
"Millvillecity,NJ",952.56,25992,3.32,0.17,592.4,13748,1.56,10.98,0.27,45,8.44,61.39,29.76,68.74,11.53,0,31266,2.49
"Tacomacity,WA",1849.26,176664,7.71,0.23,3549.2,12272,3.88,6.74,0.9,391,11.38,57.25,32.4,64.39,16.79,17,25333,4.94
"Hollistontown,MA",59.7,12926,4.04,0,666.9,21225,2.5,2.1,0.19,0,1.02,73.37,28.79,77.27,0.64,0,58018,0.35
"Jonesborocity,AR",572.35,46535,1.09,0,612.9,12360,0.13,13.22,0.57,2,7.95,63,30.57,71.73,16.45,0,23318,2.24
"Lauderhillcity,FL",1168.18,49708,20.62,0,6533.6,14953,3.3,5.32,3.55,0,38.54,58.33,28.1,75,10.32,1,26722,7.13
"Hampdentownship,PA",173.64,20384,3.58,0,1107.2,20380,0.34,2.98,0.49,0,0.46,70.85,22.72,67.35,2.06,0,44250,0.73
"Minotcity,ND",104.17,34544,2.2,0.09,2514.9,11934,0.36,10.09,0.62,30,1.1,62.47,30.94,73.51,14.25,0,23727,1.62
"Jaspercity,AL",1289.31,13553,0.7,0,571.7,12641,0.51,14.03,0.19,0,14.59,49.28,22.04,62.92,16.4,0,22476,2.13
"WestDesMoinescity,IA",147,31702,1.7,0,1708.2,21503,1.6,1.23,0.1,0,1.34,73.31,26.57,73.92,3.31,0,41045,0.79
"Somervilleborough,NJ",220.3,11632,11.44,0.53,4755.5,17804,3.16,9.36,3.25,23,11.95,65.79,36.56,76.75,5.73,39,39667,4.11
"Englewoodcity,CO",787.17,29387,3.74,0,4344.6,13514,4.4,5.78,0.68,0,1.21,65.25,30.89,76.6,10.9,0,25422,2.41
"Edisontownship,NJ",143.94,88680,17.8,0.12,2836.3,20961,10.02,5.5,2.8,110,5.56,69.26,30.12,66.79,3.46,0,50075,3.33
"SouthDaytonacity,FL",463.85,12482,5.38,0,3402.9,12798,0.6,8.08,0.82,0,3.51,55.56,26.89,72.6,10.34,0,24864,1.8
"Paramusborough,NJ",407.57,25067,18.36,0.08,2308.3,22202,5.73,6.13,2.38,19,0.79,61.02,29.67,53.26,3.04,0,58995,1.32
"Sudburytown,MA",248.57,14358,7.03,0,568.7,33441,2.12,1.24,0.54,0,1.28,72.4,26.18,66.93,1.53,0,79092,0.23
"Lovelandcity,CO",372.83,37352,1.5,0.11,1685.9,13345,0,6.13,0.07,40,0.3,64.93,22.34,74,7.86,1,30548,2.01
"Brunswicktown,ME",28.45,20906,2.95,0.07,431.3,14343,0.26,5.77,0.3,14,1.9,65.36,32.48,70.3,7.74,0,30896,1.26
"PresqueIslecity,ME",89.62,10550,5.45,0.03,134.4,11252,0.13,12.85,0.39,1,0.55,62.21,31.01,72.42,12.61,2,23053,1.96
"SuisunCitycity,CA",385.5,22686,16.7,0,6151.3,12539,1.95,7.2,2.68,0,14.26,67.79,26.69,65.14,9.37,0,40865,9.86
